ordenID,productoID,UnitPrice,Quantity,NombreProducto,categoriaID,clienteID,fecha,NombreCategoria,TotalVenta,Mes
10349,54,5.9,24,Tourtière,6,SPLIR,1996-11-08,Meat/Poultry,141.60000000000002,1996-11
10350,50,13.0,15,Valkoinen suklaa,3,LAMAI,1996-11-11,Confections,195.0,1996-11
10350,69,28.8,18,Gudbrandsdalsost,4,LAMAI,1996-11-11,Dairy Products,518.4,1996-11
10351,38,210.8,20,Côte de Blaye,1,ERNSH,1996-11-11,Beverages,4216.0,1996-11
10351,41,7.7,13,Jack's New England Clam Chowder,8,ERNSH,1996-11-11,Seafood,100.10000000000001,1996-11
10351,44,15.5,77,Gula Malacca,2,ERNSH,1996-11-11,Condiments,1193.5,1996-11
10351,65,16.8,10,Louisiana Fiery Hot Pepper Sauce,2,ERNSH,1996-11-11,Condiments,168.0,1996-11
10352,24,3.6,10,Guaraná Fantástica,1,FURIB,1996-11-12,Beverages,36.0,1996-11
10352,54,5.9,20,Tourtière,6,FURIB,1996-11-12,Meat/Poultry,118.0,1996-11
10353,11,16.8,12,Queso Cabrales,4,PICCO,1996-11-13,Dairy Products,201.60000000000002,1996-11
10353,38,210.8,50,Côte de Blaye,1,PICCO,1996-11-13,Beverages,10540.0,1996-11
10354,1,14.4,12,Chai,1,PERIC,1996-11-14,Beverages,172.8,1996-11
10354,29,99.0,4,Thüringer Rostbratwurst,6,PERIC,1996-11-14,Meat/Poultry,396.0,1996-11
10355,24,3.6,25,Guaraná Fantástica,1,AROUT,1996-11-15,Beverages,90.0,1996-11
10355,57,15.6,25,Ravioli Angelo,5,AROUT,1996-11-15,Grains/Cereals,390.0,1996-11
10356,31,10.0,30,Gorgonzola Telino,4,WANDK,1996-11-18,Dairy Products,300.0,1996-11
10356,55,19.2,12,Pâté chinois,6,WANDK,1996-11-18,Meat/Poultry,230.39999999999998,1996-11
10356,69,28.8,20,Gudbrandsdalsost,4,WANDK,1996-11-18,Dairy Products,576.0,1996-11
10357,10,24.8,30,Ikura,8,LILAS,1996-11-19,Seafood,744.0,1996-11
10357,26,24.9,16,Gumbär Gummibärchen,3,LILAS,1996-11-19,Confections,398.4,1996-11
10357,60,27.2,8,Camembert Pierrot,4,LILAS,1996-11-19,Dairy Products,217.6,1996-11
10358,24,3.6,10,Guaraná Fantástica,1,LAMAI,1996-11-20,Beverages,36.0,1996-11
10358,34,11.2,10,Sasquatch Ale,1,LAMAI,1996-11-20,Beverages,112.0,1996-11
10358,36,15.2,20,Inlagd Sill,8,LAMAI,1996-11-20,Seafood,304.0,1996-11
10359,16,13.9,56,Pavlova,3,SEVES,1996-11-21,Confections,778.4,1996-11
10359,31,10.0,70,Gorgonzola Telino,4,SEVES,1996-11-21,Dairy Products,700.0,1996-11
10359,60,27.2,80,Camembert Pierrot,4,SEVES,1996-11-21,Dairy Products,2176.0,1996-11
10360,28,36.4,30,Rössle Sauerkraut,7,BLONP,1996-11-22,Produce,1092.0,1996-11
10360,29,99.0,35,Thüringer Rostbratwurst,6,BLONP,1996-11-22,Meat/Poultry,3465.0,1996-11
10360,38,210.8,10,Côte de Blaye,1,BLONP,1996-11-22,Beverages,2108.0,1996-11
10360,49,16.0,35,Maxilaku,3,BLONP,1996-11-22,Confections,560.0,1996-11
10360,54,5.9,28,Tourtière,6,BLONP,1996-11-22,Meat/Poultry,165.20000000000002,1996-11
10361,39,14.4,54,Chartreuse verte,1,QUICK,1996-11-22,Beverages,777.6,1996-11
10361,60,27.2,55,Camembert Pierrot,4,QUICK,1996-11-22,Dairy Products,1496.0,1996-11
10362,25,11.2,50,NuNuCa Nuß-Nougat-Creme,3,BONAP,1996-11-25,Confections,560.0,1996-11
10362,51,42.4,20,Manjimup Dried Apples,7,BONAP,1996-11-25,Produce,848.0,1996-11
10362,54,5.9,24,Tourtière,6,BONAP,1996-11-25,Meat/Poultry,141.60000000000002,1996-11
10363,31,10.0,20,Gorgonzola Telino,4,DRACD,1996-11-26,Dairy Products,200.0,1996-11
10363,75,6.2,12,Rhönbräu Klosterbier,1,DRACD,1996-11-26,Beverages,74.4,1996-11
10363,76,14.4,12,Lakkalikööri,1,DRACD,1996-11-26,Beverages,172.8,1996-11
10364,69,28.8,30,Gudbrandsdalsost,4,EASTC,1996-11-26,Dairy Products,864.0,1996-11
10364,71,17.2,5,Flotemysost,4,EASTC,1996-11-26,Dairy Products,86.0,1996-11
10365,11,16.8,24,Queso Cabrales,4,ANTON,1996-11-27,Dairy Products,403.20000000000005,1996-11
10366,65,16.8,5,Louisiana Fiery Hot Pepper Sauce,2,GALED,1996-11-28,Condiments,84.0,1996-11
10366,77,10.4,5,Original Frankfurter grüne Soße,2,GALED,1996-11-28,Condiments,52.0,1996-11
10367,34,11.2,36,Sasquatch Ale,1,VAFFE,1996-11-28,Beverages,403.2,1996-11
10367,54,5.9,18,Tourtière,6,VAFFE,1996-11-28,Meat/Poultry,106.2,1996-11
10367,65,16.8,15,Louisiana Fiery Hot Pepper Sauce,2,VAFFE,1996-11-28,Condiments,252.0,1996-11
10367,77,10.4,7,Original Frankfurter grüne Soße,2,VAFFE,1996-11-28,Condiments,72.8,1996-11
10368,21,8.0,5,Sir Rodney's Scones,3,ERNSH,1996-11-29,Confections,40.0,1996-11
10368,28,36.4,13,Rössle Sauerkraut,7,ERNSH,1996-11-29,Produce,473.2,1996-11
10368,57,15.6,25,Ravioli Angelo,5,ERNSH,1996-11-29,Grains/Cereals,390.0,1996-11
10368,64,26.6,35,Wimmers gute Semmelknödel,5,ERNSH,1996-11-29,Grains/Cereals,931.0,1996-11
10369,29,99.0,20,Thüringer Rostbratwurst,6,SPLIR,1996-12-02,Meat/Poultry,1980.0,1996-12
10369,56,30.4,18,Gnocchi di nonna Alice,5,SPLIR,1996-12-02,Grains/Cereals,547.1999999999999,1996-12
10370,1,14.4,15,Chai,1,CHOPS,1996-12-03,Beverages,216.0,1996-12
10370,64,26.6,30,Wimmers gute Semmelknödel,5,CHOPS,1996-12-03,Grains/Cereals,798.0,1996-12
10370,74,8.0,20,Longlife Tofu,7,CHOPS,1996-12-03,Produce,160.0,1996-12
10371,36,15.2,6,Inlagd Sill,8,LAMAI,1996-12-03,Seafood,91.19999999999999,1996-12
10372,20,64.8,12,Sir Rodney's Marmalade,3,QUEEN,1996-12-04,Confections,777.5999999999999,1996-12
10372,38,210.8,40,Côte de Blaye,1,QUEEN,1996-12-04,Beverages,8432.0,1996-12
10372,60,27.2,70,Camembert Pierrot,4,QUEEN,1996-12-04,Dairy Products,1904.0,1996-12
10372,72,27.8,42,Mozzarella di Giovanni,4,QUEEN,1996-12-04,Dairy Products,1167.6000000000001,1996-12
10373,58,10.6,80,Escargots de Bourgogne,8,HUNGO,1996-12-05,Seafood,848.0,1996-12
10373,71,17.2,50,Flotemysost,4,HUNGO,1996-12-05,Dairy Products,860.0,1996-12
10374,31,10.0,30,Gorgonzola Telino,4,WOLZA,1996-12-05,Dairy Products,300.0,1996-12
10374,58,10.6,15,Escargots de Bourgogne,8,WOLZA,1996-12-05,Seafood,159.0,1996-12
10375,14,18.6,15,Tofu,7,HUNGC,1996-12-06,Produce,279.0,1996-12
10375,54,5.9,10,Tourtière,6,HUNGC,1996-12-06,Meat/Poultry,59.0,1996-12
10376,31,10.0,42,Gorgonzola Telino,4,MEREP,1996-12-09,Dairy Products,420.0,1996-12
10377,28,36.4,20,Rössle Sauerkraut,7,SEVES,1996-12-09,Produce,728.0,1996-12
10377,39,14.4,20,Chartreuse verte,1,SEVES,1996-12-09,Beverages,288.0,1996-12
10378,71,17.2,6,Flotemysost,4,FOLKO,1996-12-10,Dairy Products,103.19999999999999,1996-12
10379,41,7.7,8,Jack's New England Clam Chowder,8,QUEDE,1996-12-11,Seafood,61.6,1996-12
10379,63,35.1,16,Vegie-spread,2,QUEDE,1996-12-11,Condiments,561.6,1996-12
10379,65,16.8,20,Louisiana Fiery Hot Pepper Sauce,2,QUEDE,1996-12-11,Condiments,336.0,1996-12
10380,30,20.7,18,Nord-Ost Matjeshering,8,HUNGO,1996-12-12,Seafood,372.59999999999997,1996-12
10380,53,26.2,20,Perth Pasties,6,HUNGO,1996-12-12,Meat/Poultry,524.0,1996-12
10380,60,27.2,6,Camembert Pierrot,4,HUNGO,1996-12-12,Dairy Products,163.2,1996-12
10380,70,12.0,30,Outback Lager,1,HUNGO,1996-12-12,Beverages,360.0,1996-12
10381,74,8.0,14,Longlife Tofu,7,LILAS,1996-12-12,Produce,112.0,1996-12
10382,5,17.0,32,Chef Anton's Gumbo Mix,2,ERNSH,1996-12-13,Condiments,544.0,1996-12
10382,18,50.0,9,Carnarvon Tigers,8,ERNSH,1996-12-13,Seafood,450.0,1996-12
10382,29,99.0,14,Thüringer Rostbratwurst,6,ERNSH,1996-12-13,Meat/Poultry,1386.0,1996-12
10382,33,2.0,60,Geitost,4,ERNSH,1996-12-13,Dairy Products,120.0,1996-12
10382,74,8.0,50,Longlife Tofu,7,ERNSH,1996-12-13,Produce,400.0,1996-12
10383,13,4.8,20,Konbu,8,AROUT,1996-12-16,Seafood,96.0,1996-12
10383,50,13.0,15,Valkoinen suklaa,3,AROUT,1996-12-16,Confections,195.0,1996-12
10383,56,30.4,20,Gnocchi di nonna Alice,5,AROUT,1996-12-16,Grains/Cereals,608.0,1996-12
10384,20,64.8,28,Sir Rodney's Marmalade,3,BERGS,1996-12-16,Confections,1814.3999999999999,1996-12
10384,60,27.2,15,Camembert Pierrot,4,BERGS,1996-12-16,Dairy Products,408.0,1996-12
10385,7,24.0,10,Uncle Bob's Organic Dried Pears,7,SPLIR,1996-12-17,Produce,240.0,1996-12
10385,60,27.2,20,Camembert Pierrot,4,SPLIR,1996-12-17,Dairy Products,544.0,1996-12
10385,68,10.0,8,Scottish Longbreads,3,SPLIR,1996-12-17,Confections,80.0,1996-12
10386,24,3.6,15,Guaraná Fantástica,1,FAMIA,1996-12-18,Beverages,54.0,1996-12
10386,34,11.2,10,Sasquatch Ale,1,FAMIA,1996-12-18,Beverages,112.0,1996-12
10387,24,3.6,15,Guaraná Fantástica,1,SANTG,1996-12-18,Beverages,54.0,1996-12
10387,28,36.4,6,Rössle Sauerkraut,7,SANTG,1996-12-18,Produce,218.39999999999998,1996-12
10387,59,44.0,12,Raclette Courdavault,4,SANTG,1996-12-18,Dairy Products,528.0,1996-12
10387,71,17.2,15,Flotemysost,4,SANTG,1996-12-18,Dairy Products,258.0,1996-12
10388,45,7.6,15,Rogede sild,8,SEVES,1996-12-19,Seafood,114.0,1996-12
10388,52,5.6,20,Filo Mix,5,SEVES,1996-12-19,Grains/Cereals,112.0,1996-12
10388,53,26.2,40,Perth Pasties,6,SEVES,1996-12-19,Meat/Poultry,1048.0,1996-12
10389,10,24.8,16,Ikura,8,BOTTM,1996-12-20,Seafood,396.8,1996-12
10389,55,19.2,15,Pâté chinois,6,BOTTM,1996-12-20,Meat/Poultry,288.0,1996-12
10389,62,39.4,20,Tarte au sucre,3,BOTTM,1996-12-20,Confections,788.0,1996-12
10389,70,12.0,30,Outback Lager,1,BOTTM,1996-12-20,Beverages,360.0,1996-12
10390,31,10.0,60,Gorgonzola Telino,4,ERNSH,1996-12-23,Dairy Products,600.0,1996-12
10390,35,14.4,40,Steeleye Stout,1,ERNSH,1996-12-23,Beverages,576.0,1996-12
10390,46,9.6,45,Spegesild,8,ERNSH,1996-12-23,Seafood,432.0,1996-12
10390,72,27.8,24,Mozzarella di Giovanni,4,ERNSH,1996-12-23,Dairy Products,667.2,1996-12
10391,13,4.8,18,Konbu,8,DRACD,1996-12-23,Seafood,86.39999999999999,1996-12
10392,69,28.8,50,Gudbrandsdalsost,4,PICCO,1996-12-24,Dairy Products,1440.0,1996-12
10393,2,15.2,25,Chang,1,SAVEA,1996-12-25,Beverages,380.0,1996-12
10393,14,18.6,42,Tofu,7,SAVEA,1996-12-25,Produce,781.2,1996-12
10393,25,11.2,7,NuNuCa Nuß-Nougat-Creme,3,SAVEA,1996-12-25,Confections,78.39999999999999,1996-12
10393,26,24.9,70,Gumbär Gummibärchen,3,SAVEA,1996-12-25,Confections,1743.0,1996-12
10393,31,10.0,32,Gorgonzola Telino,4,SAVEA,1996-12-25,Dairy Products,320.0,1996-12
10394,13,4.8,10,Konbu,8,HUNGC,1996-12-25,Seafood,48.0,1996-12
10394,62,39.4,10,Tarte au sucre,3,HUNGC,1996-12-25,Confections,394.0,1996-12
10395,46,9.6,28,Spegesild,8,HILAA,1996-12-26,Seafood,268.8,1996-12
10395,53,26.2,70,Perth Pasties,6,HILAA,1996-12-26,Meat/Poultry,1834.0,1996-12
10395,69,28.8,8,Gudbrandsdalsost,4,HILAA,1996-12-26,Dairy Products,230.4,1996-12
10396,23,7.2,40,Tunnbröd,5,FRANK,1996-12-27,Grains/Cereals,288.0,1996-12
10396,71,17.2,60,Flotemysost,4,FRANK,1996-12-27,Dairy Products,1032.0,1996-12
10396,72,27.8,21,Mozzarella di Giovanni,4,FRANK,1996-12-27,Dairy Products,583.8000000000001,1996-12
10397,21,8.0,10,Sir Rodney's Scones,3,PRINI,1996-12-27,Confections,80.0,1996-12
10397,51,42.4,18,Manjimup Dried Apples,7,PRINI,1996-12-27,Produce,763.1999999999999,1996-12
10398,35,14.4,30,Steeleye Stout,1,SAVEA,1996-12-30,Beverages,432.0,1996-12
10398,55,19.2,120,Pâté chinois,6,SAVEA,1996-12-30,Meat/Poultry,2304.0,1996-12
10399,68,10.0,60,Scottish Longbreads,3,VAFFE,1996-12-31,Confections,600.0,1996-12
10399,71,17.2,30,Flotemysost,4,VAFFE,1996-12-31,Dairy Products,516.0,1996-12
10399,76,14.4,35,Lakkalikööri,1,VAFFE,1996-12-31,Beverages,504.0,1996-12
10399,77,10.4,14,Original Frankfurter grüne Soße,2,VAFFE,1996-12-31,Condiments,145.6,1996-12
10400,29,99.0,21,Thüringer Rostbratwurst,6,EASTC,1997-01-01,Meat/Poultry,2079.0,1997-01
10400,35,14.4,35,Steeleye Stout,1,EASTC,1997-01-01,Beverages,504.0,1997-01
10400,49,16.0,30,Maxilaku,3,EASTC,1997-01-01,Confections,480.0,1997-01
10401,30,20.7,18,Nord-Ost Matjeshering,8,RATTC,1997-01-01,Seafood,372.59999999999997,1997-01
10401,56,30.4,70,Gnocchi di nonna Alice,5,RATTC,1997-01-01,Grains/Cereals,2128.0,1997-01
10401,65,16.8,20,Louisiana Fiery Hot Pepper Sauce,2,RATTC,1997-01-01,Condiments,336.0,1997-01
10401,71,17.2,60,Flotemysost,4,RATTC,1997-01-01,Dairy Products,1032.0,1997-01
10402,23,7.2,60,Tunnbröd,5,ERNSH,1997-01-02,Grains/Cereals,432.0,1997-01
10402,63,35.1,65,Vegie-spread,2,ERNSH,1997-01-02,Condiments,2281.5,1997-01
10403,16,13.9,21,Pavlova,3,ERNSH,1997-01-03,Confections,291.90000000000003,1997-01
10403,48,10.2,70,Chocolade,3,ERNSH,1997-01-03,Confections,714.0,1997-01
10404,26,24.9,30,Gumbär Gummibärchen,3,MAGAA,1997-01-03,Confections,747.0,1997-01
10404,42,11.2,40,Singaporean Hokkien Fried Mee,5,MAGAA,1997-01-03,Grains/Cereals,448.0,1997-01
10404,49,16.0,30,Maxilaku,3,MAGAA,1997-01-03,Confections,480.0,1997-01
10405,3,8.0,50,Aniseed Syrup,2,LINOD,1997-01-06,Condiments,400.0,1997-01
10406,1,14.4,10,Chai,1,QUEEN,1997-01-07,Beverages,144.0,1997-01
10406,21,8.0,30,Sir Rodney's Scones,3,QUEEN,1997-01-07,Confections,240.0,1997-01
10406,28,36.4,42,Rössle Sauerkraut,7,QUEEN,1997-01-07,Produce,1528.8,1997-01
10406,36,15.2,5,Inlagd Sill,8,QUEEN,1997-01-07,Seafood,76.0,1997-01
10406,40,14.7,2,Boston Crab Meat,8,QUEEN,1997-01-07,Seafood,29.4,1997-01
10407,11,16.8,30,Queso Cabrales,4,OTTIK,1997-01-07,Dairy Products,504.0,1997-01
10407,69,28.8,15,Gudbrandsdalsost,4,OTTIK,1997-01-07,Dairy Products,432.0,1997-01
10407,71,17.2,15,Flotemysost,4,OTTIK,1997-01-07,Dairy Products,258.0,1997-01
10408,37,20.8,10,Gravad lax,8,FOLIG,1997-01-08,Seafood,208.0,1997-01
10408,54,5.9,6,Tourtière,6,FOLIG,1997-01-08,Meat/Poultry,35.400000000000006,1997-01
10408,62,39.4,35,Tarte au sucre,3,FOLIG,1997-01-08,Confections,1379.0,1997-01
10409,14,18.6,12,Tofu,7,OCEAN,1997-01-09,Produce,223.20000000000002,1997-01
10409,21,8.0,12,Sir Rodney's Scones,3,OCEAN,1997-01-09,Confections,96.0,1997-01
10410,33,2.0,49,Geitost,4,BOTTM,1997-01-10,Dairy Products,98.0,1997-01
10410,59,44.0,16,Raclette Courdavault,4,BOTTM,1997-01-10,Dairy Products,704.0,1997-01
10411,41,7.7,25,Jack's New England Clam Chowder,8,BOTTM,1997-01-10,Seafood,192.5,1997-01
10411,44,15.5,40,Gula Malacca,2,BOTTM,1997-01-10,Condiments,620.0,1997-01
10411,59,44.0,9,Raclette Courdavault,4,BOTTM,1997-01-10,Dairy Products,396.0,1997-01
10412,14,18.6,20,Tofu,7,WARTH,1997-01-13,Produce,372.0,1997-01
10413,1,14.4,24,Chai,1,LAMAI,1997-01-14,Beverages,345.6,1997-01
10413,62,39.4,40,Tarte au sucre,3,LAMAI,1997-01-14,Confections,1576.0,1997-01
10413,76,14.4,14,Lakkalikööri,1,LAMAI,1997-01-14,Beverages,201.6,1997-01
10414,19,7.3,18,Teatime Chocolate Biscuits,3,FAMIA,1997-01-14,Confections,131.4,1997-01
10414,33,2.0,50,Geitost,4,FAMIA,1997-01-14,Dairy Products,100.0,1997-01
10415,17,31.2,2,Alice Mutton,6,HUNGC,1997-01-15,Meat/Poultry,62.4,1997-01
10415,33,2.0,20,Geitost,4,HUNGC,1997-01-15,Dairy Products,40.0,1997-01
10416,19,7.3,20,Teatime Chocolate Biscuits,3,WARTH,1997-01-16,Confections,146.0,1997-01
10416,53,26.2,10,Perth Pasties,6,WARTH,1997-01-16,Meat/Poultry,262.0,1997-01
10416,57,15.6,20,Ravioli Angelo,5,WARTH,1997-01-16,Grains/Cereals,312.0,1997-01
10417,38,210.8,50,Côte de Blaye,1,SIMOB,1997-01-16,Beverages,10540.0,1997-01
10417,46,9.6,2,Spegesild,8,SIMOB,1997-01-16,Seafood,19.2,1997-01
10417,68,10.0,36,Scottish Longbreads,3,SIMOB,1997-01-16,Confections,360.0,1997-01
10417,77,10.4,35,Original Frankfurter grüne Soße,2,SIMOB,1997-01-16,Condiments,364.0,1997-01
10418,2,15.2,60,Chang,1,QUICK,1997-01-17,Beverages,912.0,1997-01
10418,47,7.6,55,Zaanse koeken,3,QUICK,1997-01-17,Confections,418.0,1997-01
10418,61,22.8,16,Sirop d'érable,2,QUICK,1997-01-17,Condiments,364.8,1997-01
10418,74,8.0,15,Longlife Tofu,7,QUICK,1997-01-17,Produce,120.0,1997-01
10419,60,27.2,60,Camembert Pierrot,4,RICSU,1997-01-20,Dairy Products,1632.0,1997-01
10419,69,28.8,20,Gudbrandsdalsost,4,RICSU,1997-01-20,Dairy Products,576.0,1997-01
10420,9,77.6,20,Mishi Kobe Niku,6,WELLI,1997-01-21,Meat/Poultry,1552.0,1997-01
10420,13,4.8,2,Konbu,8,WELLI,1997-01-21,Seafood,9.6,1997-01
10420,70,12.0,8,Outback Lager,1,WELLI,1997-01-21,Beverages,96.0,1997-01
10420,73,12.0,20,Röd Kaviar,8,WELLI,1997-01-21,Seafood,240.0,1997-01
10421,19,7.3,4,Teatime Chocolate Biscuits,3,QUEDE,1997-01-21,Confections,29.2,1997-01
10421,26,24.9,30,Gumbär Gummibärchen,3,QUEDE,1997-01-21,Confections,747.0,1997-01
10421,53,26.2,15,Perth Pasties,6,QUEDE,1997-01-21,Meat/Poultry,393.0,1997-01
10421,77,10.4,10,Original Frankfurter grüne Soße,2,QUEDE,1997-01-21,Condiments,104.0,1997-01
10422,26,24.9,2,Gumbär Gummibärchen,3,FRANS,1997-01-22,Confections,49.8,1997-01
10423,31,10.0,14,Gorgonzola Telino,4,GOURL,1997-01-23,Dairy Products,140.0,1997-01
10423,59,44.0,20,Raclette Courdavault,4,GOURL,1997-01-23,Dairy Products,880.0,1997-01
10424,35,14.4,60,Steeleye Stout,1,MEREP,1997-01-23,Beverages,864.0,1997-01
10424,38,210.8,49,Côte de Blaye,1,MEREP,1997-01-23,Beverages,10329.2,1997-01
10424,68,10.0,30,Scottish Longbreads,3,MEREP,1997-01-23,Confections,300.0,1997-01
10425,55,19.2,10,Pâté chinois,6,LAMAI,1997-01-24,Meat/Poultry,192.0,1997-01
10425,76,14.4,20,Lakkalikööri,1,LAMAI,1997-01-24,Beverages,288.0,1997-01
10426,56,30.4,5,Gnocchi di nonna Alice,5,GALED,1997-01-27,Grains/Cereals,152.0,1997-01
10426,64,26.6,7,Wimmers gute Semmelknödel,5,GALED,1997-01-27,Grains/Cereals,186.20000000000002,1997-01
10427,14,18.6,35,Tofu,7,PICCO,1997-01-27,Produce,651.0,1997-01
10428,46,9.6,20,Spegesild,8,REGGC,1997-01-28,Seafood,192.0,1997-01
10429,50,13.0,40,Valkoinen suklaa,3,HUNGO,1997-01-29,Confections,520.0,1997-01
10429,63,35.1,35,Vegie-spread,2,HUNGO,1997-01-29,Condiments,1228.5,1997-01
10430,17,31.2,45,Alice Mutton,6,ERNSH,1997-01-30,Meat/Poultry,1404.0,1997-01
10430,21,8.0,50,Sir Rodney's Scones,3,ERNSH,1997-01-30,Confections,400.0,1997-01
10430,56,30.4,30,Gnocchi di nonna Alice,5,ERNSH,1997-01-30,Grains/Cereals,912.0,1997-01
10430,59,44.0,70,Raclette Courdavault,4,ERNSH,1997-01-30,Dairy Products,3080.0,1997-01
10431,17,31.2,50,Alice Mutton,6,BOTTM,1997-01-30,Meat/Poultry,1560.0,1997-01
10431,40,14.7,50,Boston Crab Meat,8,BOTTM,1997-01-30,Seafood,735.0,1997-01
10431,47,7.6,30,Zaanse koeken,3,BOTTM,1997-01-30,Confections,228.0,1997-01
10432,26,24.9,10,Gumbär Gummibärchen,3,SPLIR,1997-01-31,Confections,249.0,1997-01
10432,54,5.9,40,Tourtière,6,SPLIR,1997-01-31,Meat/Poultry,236.0,1997-01
10433,56,30.4,28,Gnocchi di nonna Alice,5,PRINI,1997-02-03,Grains/Cereals,851.1999999999999,1997-02
10434,11,16.8,6,Queso Cabrales,4,FOLKO,1997-02-03,Dairy Products,100.80000000000001,1997-02
10434,76,14.4,18,Lakkalikööri,1,FOLKO,1997-02-03,Beverages,259.2,1997-02
10435,2,15.2,10,Chang,1,CONSH,1997-02-04,Beverages,152.0,1997-02
10435,22,16.8,12,Gustaf's Knäckebröd,5,CONSH,1997-02-04,Grains/Cereals,201.60000000000002,1997-02
10435,72,27.8,10,Mozzarella di Giovanni,4,CONSH,1997-02-04,Dairy Products,278.0,1997-02
10436,46,9.6,5,Spegesild,8,BLONP,1997-02-05,Seafood,48.0,1997-02
10436,56,30.4,40,Gnocchi di nonna Alice,5,BLONP,1997-02-05,Grains/Cereals,1216.0,1997-02
10436,64,26.6,30,Wimmers gute Semmelknödel,5,BLONP,1997-02-05,Grains/Cereals,798.0,1997-02
10436,75,6.2,24,Rhönbräu Klosterbier,1,BLONP,1997-02-05,Beverages,148.8,1997-02
10437,53,26.2,15,Perth Pasties,6,WARTH,1997-02-05,Meat/Poultry,393.0,1997-02
10438,19,7.3,15,Teatime Chocolate Biscuits,3,TOMSP,1997-02-06,Confections,109.5,1997-02
10438,34,11.2,20,Sasquatch Ale,1,TOMSP,1997-02-06,Beverages,224.0,1997-02
10438,57,15.6,15,Ravioli Angelo,5,TOMSP,1997-02-06,Grains/Cereals,234.0,1997-02
10439,12,30.4,15,Queso Manchego La Pastora,4,MEREP,1997-02-07,Dairy Products,456.0,1997-02
10439,16,13.9,16,Pavlova,3,MEREP,1997-02-07,Confections,222.4,1997-02
10439,64,26.6,6,Wimmers gute Semmelknödel,5,MEREP,1997-02-07,Grains/Cereals,159.60000000000002,1997-02
10439,74,8.0,30,Longlife Tofu,7,MEREP,1997-02-07,Produce,240.0,1997-02
10440,2,15.2,45,Chang,1,SAVEA,1997-02-10,Beverages,684.0,1997-02
10440,16,13.9,49,Pavlova,3,SAVEA,1997-02-10,Confections,681.1,1997-02
10440,29,99.0,24,Thüringer Rostbratwurst,6,SAVEA,1997-02-10,Meat/Poultry,2376.0,1997-02
10440,61,22.8,90,Sirop d'érable,2,SAVEA,1997-02-10,Condiments,2052.0,1997-02
10441,27,35.1,50,Schoggi Schokolade,3,OLDWO,1997-02-10,Confections,1755.0,1997-02
10442,11,16.8,30,Queso Cabrales,4,ERNSH,1997-02-11,Dairy Products,504.0,1997-02
10442,54,5.9,80,Tourtière,6,ERNSH,1997-02-11,Meat/Poultry,472.0,1997-02
10442,66,13.6,60,Louisiana Hot Spiced Okra,2,ERNSH,1997-02-11,Condiments,816.0,1997-02
10443,11,16.8,6,Queso Cabrales,4,REGGC,1997-02-12,Dairy Products,100.80000000000001,1997-02
10443,28,36.4,12,Rössle Sauerkraut,7,REGGC,1997-02-12,Produce,436.79999999999995,1997-02
10444,17,31.2,10,Alice Mutton,6,BERGS,1997-02-12,Meat/Poultry,312.0,1997-02
10444,26,24.9,15,Gumbär Gummibärchen,3,BERGS,1997-02-12,Confections,373.5,1997-02
10444,35,14.4,8,Steeleye Stout,1,BERGS,1997-02-12,Beverages,115.2,1997-02
10444,41,7.7,30,Jack's New England Clam Chowder,8,BERGS,1997-02-12,Seafood,231.0,1997-02
10445,39,14.4,6,Chartreuse verte,1,BERGS,1997-02-13,Beverages,86.4,1997-02
10445,54,5.9,15,Tourtière,6,BERGS,1997-02-13,Meat/Poultry,88.5,1997-02
10446,19,7.3,12,Teatime Chocolate Biscuits,3,TOMSP,1997-02-14,Confections,87.6,1997-02
10446,24,3.6,20,Guaraná Fantástica,1,TOMSP,1997-02-14,Beverages,72.0,1997-02
10446,31,10.0,3,Gorgonzola Telino,4,TOMSP,1997-02-14,Dairy Products,30.0,1997-02
10446,52,5.6,15,Filo Mix,5,TOMSP,1997-02-14,Grains/Cereals,84.0,1997-02
10447,19,7.3,40,Teatime Chocolate Biscuits,3,RICAR,1997-02-14,Confections,292.0,1997-02
10447,65,16.8,35,Louisiana Fiery Hot Pepper Sauce,2,RICAR,1997-02-14,Condiments,588.0,1997-02
10447,71,17.2,2,Flotemysost,4,RICAR,1997-02-14,Dairy Products,34.4,1997-02
10448,26,24.9,6,Gumbär Gummibärchen,3,RANCH,1997-02-17,Confections,149.39999999999998,1997-02
10448,40,14.7,20,Boston Crab Meat,8,RANCH,1997-02-17,Seafood,294.0,1997-02
10449,10,24.8,14,Ikura,8,BLONP,1997-02-18,Seafood,347.2,1997-02
10449,52,5.6,20,Filo Mix,5,BLONP,1997-02-18,Grains/Cereals,112.0,1997-02
10449,62,39.4,35,Tarte au sucre,3,BLONP,1997-02-18,Confections,1379.0,1997-02
10450,10,24.8,20,Ikura,8,VICTE,1997-02-19,Seafood,496.0,1997-02
10450,54,5.9,6,Tourtière,6,VICTE,1997-02-19,Meat/Poultry,35.400000000000006,1997-02
10451,55,19.2,120,Pâté chinois,6,QUICK,1997-02-19,Meat/Poultry,2304.0,1997-02
10451,64,26.6,35,Wimmers gute Semmelknödel,5,QUICK,1997-02-19,Grains/Cereals,931.0,1997-02
10451,65,16.8,28,Louisiana Fiery Hot Pepper Sauce,2,QUICK,1997-02-19,Condiments,470.40000000000003,1997-02
10451,77,10.4,55,Original Frankfurter grüne Soße,2,QUICK,1997-02-19,Condiments,572.0,1997-02
